state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
OR,60,415,366-9430,no,no,0,109,35.33,112,10.5,115,13.12,9,1.54,0,FALSE
UT,138,510,353-7407,no,no,0,96,35,94,21.85,63,9.4,8,3.27,0,FALSE
IA,44,415,359-7426,no,no,0,139,52.46,94,12.82,66,8.94,3,1.97,4,TRUE
ME,25,510,332-7391,no,no,0,69,41.24,117,17.77,82,9.89,6,3.89,2,FALSE
WY,145,408,405-6559,no,no,0,82,39.03,103,11.74,109,11.29,3,0.89,1,FALSE
WI,122,510,338-8784,no,yes,28,62,28.22,88,19.88,84,7.65,3,2.08,2,FALSE
SC,121,415,415-6347,no,no,0,126,24.62,82,17.05,81,9.4,9,3.59,0,TRUE
DC,55,510,354-5058,yes,no,0,77,18.04,100,10.5,92,4.34,3,3.48,0,FALSE
CT,77,415,342-5701,no,no,0,84,37.71,125,14.11,72,9.46,4,3.56,1,FALSE
OR,12,415,378-4179,no,no,0,98,34.78,90,18.06,95,8.19,7,2.65,2,FALSE
OR,64,510,407-6391,no,no,0,93,36.3,114,14.16,78,5.49,3,3.81,3,FALSE
NV,92,415,404-3105,no,yes,44,95,25.84,73,23.37,121,7.31,1,2.7,2,FALSE
MN,125,415,390-9735,yes,yes,29,81,44.34,112,13.91,117,12.23,6,4.59,1,TRUE
OK,160,408,350-4820,no,no,0,117,28.29,129,26.95,121,7.22,2,2.7,1,FALSE
KS,79,415,383-8807,no,no,0,83,30.24,84,14.22,142,10.07,8,4.1,0,FALSE
RI,36,415,366-8382,no,no,0,97,39.97,104,16.73,110,11.69,7,1.89,3,FALSE
DC,102,415,402-9704,no,no,0,92,31.76,123,14.76,131,11.29,4,2.62,2,FALSE
IL,138,408,405-2209,yes,no,0,81,45.63,115,14.82,96,8.71,4,3.13,1,FALSE
UT,164,510,397-3939,no,no,0,95,32.66,94,21.23,100,5.97,3,1.97,3,FALSE
MN,125,415,343-2689,no,no,0,82,40.92,85,22.9,74,8.42,3,2.73,0,TRUE
WI,72,408,383-9448,no,no,0,113,30.58,112,12.73,79,7.57,7,2.65,2,FALSE
MI,74,415,359-6232,no,no,0,86,53.4,99,18.9,121,11.66,5,3.32,3,TRUE
MI,134,415,369-9772,no,yes,41,82,27.54,77,27.6,112,7.2,5,3.21,0,FALSE
MA,145,415,381-7003,no,no,0,89,29.89,119,23.32,69,10.2,4,3.35,1,FALSE
AL,136,510,352-6732,no,no,0,91,18.6,111,17.64,107,6.08,5,3.13,0,FALSE
SC,209,510,388-7540,no,no,0,124,43.37,110,19.6,69,9.81,5,2.3,3,TRUE
WI,66,415,356-3333,yes,no,0,84,35.48,88,14.73,107,11.91,3,2.24,3,FALSE
VT,152,510,333-9664,no,yes,20,108,36.48,82,8.21,145,7.68,5,2.13,1,FALSE
CT,162,408,363-3763,no,no,0,121,8.36,136,12.23,97,9.14,13,3.27,1,FALSE
OR,72,510,345-7900,no,no,0,133,24.02,96,11.47,97,10.24,3,3.02,2,FALSE
HI,101,415,400-5511,no,no,0,89,43.04,114,20.22,85,6.94,7,2.62,4,FALSE
WV,125,415,381-7597,no,no,0,128,35.02,71,16.84,116,6.12,3,3.56,0,FALSE
RI,46,408,404-9775,no,no,0,105,6.87,83,14.65,89,6.53,2,2.43,2,FALSE
MI,132,408,389-4608,no,no,0,104,49.5,132,19.91,87,8.63,3,2.4,1,TRUE
ME,193,415,403-1742,no,yes,31,58,12.1,105,10.6,108,7,3,3.16,0,FALSE
WV,63,510,328-9797,no,no,0,69,44.51,135,20.83,94,9.09,4,3.97,0,TRUE
NE,124,510,359-9223,no,no,0,134,32.52,113,22.23,111,8.2,3,2.7,1,FALSE
DC,144,415,336-7696,no,no,0,101,22.66,127,21.72,68,10.29,2,3.13,0,FALSE
NH,116,408,369-2214,no,yes,24,138,31.21,90,17.32,89,7.51,3,1.62,2,FALSE
MD,189,415,411-1325,no,yes,30,116,26.38,50,16.62,108,7.65,6,4.16,1,FALSE
NH,97,408,410-7553,no,yes,28,93,48.13,98,15.76,78,14.08,8,1.65,1,FALSE
WV,137,510,376-4284,no,yes,50,94,31.71,106,15.13,100,9.7,4,3.27,2,FALSE
IL,142,415,334-2800,no,yes,38,104,27.76,114,11.56,127,11.21,6,1.16,0,FALSE
OK,84,510,369-1904,no,no,0,125,34.58,88,15.55,121,9.62,2,3.73,1,FALSE
NH,119,415,359-3833,no,yes,19,110,30.28,100,18.09,123,10.18,6,2.7,1,FALSE
MI,158,415,348-5569,no,no,0,103,33.3,95,7.57,82,13.6,3,2.78,1,FALSE
ND,50,415,342-1960,no,no,0,127,50.2,100,10.83,105,7.51,6,2.59,1,FALSE
LA,98,408,352-9050,no,no,0,82,23.14,118,13.29,83,7.15,5,2.73,2,FALSE
HI,101,415,390-5316,no,yes,24,95,19.4,86,13.73,90,7.93,9,3.51,2,FALSE
NJ,182,415,418-8568,no,no,0,124,47.45,108,15.34,104,9.79,11,2.57,2,TRUE
WV,51,408,401-4844,no,no,0,111,28.78,69,11.86,87,8.87,3,3.24,0,FALSE
NC,117,510,376-5471,no,no,0,94,36.45,149,11.73,102,6.69,1,2.67,2,FALSE
PA,92,415,409-2917,yes,no,0,125,43.49,111,12.13,101,8.15,3,3.16,0,FALSE
MI,86,408,369-6308,no,no,0,71,25.19,91,24.23,155,7.49,3,1.67,2,FALSE
WY,122,415,357-7385,no,no,0,93,20.28,103,19.03,122,9.54,4,2.35,2,FALSE
NJ,156,408,405-7119,no,yes,27,137,32.69,115,16.99,112,10.99,8,4,1,FALSE
NJ,127,510,405-3309,no,no,0,91,41.68,92,18.46,128,10.94,6,3.75,0,TRUE
NC,130,408,384-4938,yes,no,0,106,36.75,86,30.91,123,5.7,2,4.56,5,TRUE
NM,158,408,377-2725,no,no,0,114,29.31,69,21.81,104,10.59,0,0,2,FALSE
MS,145,510,405-6398,yes,yes,30,107,29.8,116,13.03,85,10.51,3,3,1,FALSE
TX,90,415,355-9366,yes,yes,26,104,28.73,104,16.05,76,9.6,3,3.59,0,TRUE
OK,127,510,403-1128,no,yes,27,113,0.44,102,21.59,156,10.92,5,2.48,3,FALSE
ID,109,415,384-9682,no,no,0,143,31.3,105,17.99,116,10.93,2,2.67,1,FALSE
AL,88,415,352-5393,no,no,0,90,30.92,87,12.88,100,6.44,3,2.03,1,FALSE
WY,101,510,395-1229,no,yes,9,116,27.22,121,17.85,65,6.26,9,2.92,0,FALSE
HI,171,510,361-9195,no,no,0,122,32.27,85,14.76,84,11.57,1,2.78,0,FALSE
VA,21,415,351-6366,no,no,0,142,37.94,114,18.4,111,9.66,2,3.35,1,FALSE
WV,145,408,346-4919,no,yes,31,94,36.72,123,19.13,109,10.56,1,2.89,2,FALSE
DE,90,415,354-9068,no,no,0,124,33.75,100,22.66,80,10.95,7,2.16,2,FALSE
CA,33,408,369-2743,no,no,0,115,27.12,118,16.61,86,4.61,7,1.92,1,FALSE
PA,61,408,343-1347,no,yes,40,78,17.85,100,15.35,115,7.83,2,2.75,2,TRUE
CO,107,415,336-5495,no,no,0,108,34.77,110,13.8,102,6.98,1,3.62,3,FALSE
MD,147,408,376-4292,no,no,0,92,46.58,82,19.7,83,12.76,1,1.67,0,TRUE
AL,117,510,391-8677,no,no,0,84,26.98,91,15.44,67,7.98,10,2.08,2,FALSE
AL,95,415,350-7273,no,no,0,116,39.08,110,17.2,105,7.71,6,3.83,1,FALSE
KS,186,510,400-6454,no,no,0,97,23.43,118,15.95,85,6.59,6,2.35,1,FALSE
MI,128,415,422-3052,no,no,0,94,30.5,92,22.98,88,8.59,4,2.13,0,FALSE
AK,55,408,365-6756,no,yes,39,101,23.68,117,15.16,104,11.09,1,2.19,3,FALSE
OH,134,415,406-4158,no,no,0,86,1.33,100,14.57,80,8.39,2,3.48,2,FALSE
IN,96,415,383-4641,no,yes,23,88,31.13,89,12.53,108,15.76,7,3.05,1,FALSE
SC,107,415,368-5165,no,no,0,79,35.17,117,22.3,69,6.72,3,2.89,0,FALSE
KS,123,415,378-2432,no,no,0,106,23.8,101,13.06,87,2.25,1,3.38,2,FALSE
OK,35,415,362-4159,no,no,0,59,30.46,101,24.08,83,12.84,7,1.57,2,FALSE
WI,74,408,363-7979,no,no,0,136,30.16,104,20.43,133,10.68,3,3.24,0,FALSE
IN,130,408,334-9818,no,no,0,129,19.65,104,14.26,124,6.38,9,3.4,1,FALSE
IL,137,408,352-5787,yes,no,0,103,40.34,84,15.02,81,11.85,4,3.83,0,TRUE
TN,88,415,332-3617,no,no,0,116,30.86,119,15.9,96,9.91,7,2.84,1,FALSE
DC,80,408,327-9957,no,no,0,90,8.76,98,13.94,80,7.62,4,2.57,3,FALSE
NC,116,408,338-7527,no,yes,19,104,26.47,118,15.76,116,8.67,2,2.21,3,FALSE
RI,123,510,348-8711,no,yes,23,88,41.65,105,22.53,108,10.79,3,4.02,2,FALSE
MS,120,415,421-3226,no,no,0,99,22.39,109,13.86,116,9.05,3,2.89,1,FALSE
VA,146,415,391-4358,yes,no,0,126,18.89,95,26.64,82,9.71,6,2.84,1,FALSE
KY,106,510,379-2523,no,yes,9,100,15.05,109,27.61,86,3.6,4,2.21,3,FALSE
NV,121,408,419-2369,no,yes,44,85,19.72,120,12.76,98,11.11,2,3.24,1,FALSE
WI,137,510,382-1227,no,no,0,81,26.44,94,11.31,77,11.39,2,2.46,1,FALSE
NH,84,408,409-5749,no,yes,30,65,18.11,108,19.18,61,8.49,3,1.54,2,FALSE
NE,67,510,362-7951,no,yes,31,68,29.78,73,16.93,99,9.89,6,3.56,1,FALSE
WI,161,408,415-3537,no,no,0,84,26.3,125,15.11,90,7.78,2,1.59,4,TRUE
NJ,134,510,373-3959,no,yes,34,105,42.02,133,19.17,76,8.38,5,1.65,2,TRUE
ME,62,415,358-1346,yes,yes,32,93,37.13,132,20.12,137,8.65,3,3.56,0,TRUE
WY,120,415,381-8422,no,yes,24,81,38.68,71,19.97,128,7.49,13,2.43,1,FALSE
IN,130,408,360-9005,no,yes,30,117,31.45,141,21.21,103,7.1,7,2,0,FALSE
WI,20,408,344-5967,no,no,0,89,31.76,51,21.54,105,12.29,6,3.32,2,FALSE
VT,68,415,396-6390,no,no,0,119,27,105,18,101,8.91,3,2.78,1,FALSE
CA,112,415,346-5036,no,no,0,150,35.48,104,18.09,98,8.01,4,2.3,0,FALSE
IN,77,408,328-7252,no,no,0,95,31.6,98,18.02,81,12.7,4,3.05,3,FALSE
SC,109,415,360-1745,no,no,0,74,37.83,75,14.42,94,11.89,3,2.43,2,FALSE
IN,108,415,358-2046,no,no,0,101,34.19,86,14.51,113,10.68,3,3.13,3,FALSE
IA,79,415,344-6935,no,yes,17,114,28.54,93,20.71,114,9.54,2,2.46,1,FALSE
MD,119,408,401-9665,no,no,0,88,40.65,79,20.7,92,10.39,3,2.94,3,TRUE
MN,38,510,399-5291,no,no,0,109,29.87,97,18,109,6.21,3,2.48,5,TRUE
AR,109,415,409-6588,no,yes,29,90,18.9,98,22.4,128,10.11,6,2.43,6,TRUE
MS,78,415,358-5721,no,no,0,74,14.91,58,18.26,147,9.06,6,2.92,1,FALSE
MN,134,415,414-7446,no,no,0,99,41.5,111,20.99,133,9,2,1.94,0,FALSE
WA,47,415,329-9517,no,yes,27,89,28.05,118,10.82,95,12.8,4,2.08,2,FALSE
MS,59,408,415-9553,no,yes,27,110,21.66,99,8.78,73,7.39,3,2.46,0,FALSE
ID,151,415,413-3177,no,no,0,106,33.12,103,24.88,82,10.11,3,1.49,0,FALSE
NC,129,415,347-5113,no,no,0,131,9.3,105,21.77,135,7.95,4,3,1,FALSE
VA,107,510,330-2662,no,yes,27,104,48.18,152,19.05,63,10.86,7,3.89,2,FALSE
MT,137,408,330-5824,yes,no,0,112,43.86,117,20.95,100,7.79,3,2.94,0,TRUE
MI,76,510,411-1261,no,no,0,142,15.39,75,17.99,76,8.77,2,2.51,1,FALSE
HI,24,415,329-8788,no,no,0,132,40.05,129,9.85,136,8.34,2,4.37,0,FALSE
NC,169,408,333-7869,no,no,0,82,24.23,110,19.67,67,5.9,4,2.7,2,FALSE
MN,30,408,399-4800,no,no,0,68,9.18,96,15.24,101,11.12,8,2.75,1,FALSE
WV,70,415,402-2072,no,no,0,87,36.52,114,11.14,104,9.76,3,2.54,3,FALSE
SD,52,510,403-6187,yes,no,0,118,42.74,80,16.71,53,8.64,2,2.97,0,TRUE
HI,3,408,355-2872,no,no,0,99,23.63,108,21.31,87,12.88,3,1.65,4,FALSE
MS,38,415,386-2970,no,no,0,114,19.94,105,17.74,98,9.15,2,3.89,2,FALSE
NY,104,415,389-6081,no,no,0,108,44.88,75,11.24,91,8,8,2.86,3,FALSE
LA,27,408,348-7556,no,no,0,105,14.04,99,17.34,122,10.09,4,2.46,1,FALSE
KS,166,415,334-9163,yes,yes,28,126,29.89,76,21.56,72,5.78,5,3.08,1,FALSE
MA,13,408,411-4293,no,no,0,100,37.47,79,17.95,112,11.67,8,3.67,2,FALSE
AK,52,408,375-5562,no,no,0,104,36.89,83,12.95,109,6.04,4,3.19,2,FALSE
SD,114,415,386-3823,no,yes,25,77,21.93,110,24.65,110,7.97,5,3.13,1,FALSE
CO,156,408,364-6445,no,no,0,106,25.59,112,13,86,9.72,3,0.95,1,FALSE
NH,90,415,383-2251,no,yes,42,66,32.86,85,22.38,97,9.65,4,3,0,FALSE
WV,62,415,351-3169,no,no,0,122,32.22,95,8.82,106,8.13,5,2.92,2,FALSE
AZ,82,415,413-6380,no,yes,33,95,23.43,128,20.02,70,12.06,6,2.97,2,FALSE
ME,52,510,380-9674,no,no,0,80,21.98,101,12.13,89,11.62,4,3.32,3,FALSE
NH,146,510,345-2319,no,no,0,77,19.65,100,18.16,72,9.83,6,2.89,1,FALSE
RI,120,415,377-5441,no,yes,23,114,37.72,84,21.65,117,11.27,5,1.94,2,FALSE
ID,130,415,358-3692,no,no,0,113,44.83,103,15.85,99,8.79,6,4.94,1,TRUE
WI,90,408,400-5831,no,no,0,91,10.42,94,16.52,80,6.44,9,3.08,1,FALSE
NM,147,408,357-5995,yes,no,0,113,31.25,110,14,87,5,4,2.73,1,FALSE
WY,159,415,391-2159,no,no,0,68,28.46,74,12.22,111,6.3,3,2.78,0,TRUE
IL,74,510,398-5954,no,yes,27,122,26.2,150,16.6,86,12.45,2,3.56,4,FALSE
TX,130,408,385-6175,no,no,0,101,42.84,105,14.47,64,9.41,5,1.54,0,FALSE
RI,155,408,334-2961,yes,no,0,94,27.73,108,24.79,111,4.34,3,3.02,0,FALSE
MI,87,415,405-4303,no,no,0,80,33.71,89,15.9,96,6.01,4,4.48,2,FALSE
OR,81,415,406-4100,no,no,0,48,55.2,82,20.09,78,8.44,5,3.54,0,TRUE
VA,99,510,352-4401,no,no,0,78,21.81,120,18.3,140,6.47,9,3.86,2,FALSE
SD,131,510,347-1473,no,no,0,110,31.94,101,17.04,125,9.12,11,2.75,2,FALSE
AL,89,510,347-2016,no,no,0,71,21.96,68,18.2,100,9.67,4,2.78,5,TRUE
MS,123,415,388-8948,yes,no,0,106,21.34,96,10.96,129,11.34,6,1.7,4,TRUE
MS,130,510,402-5509,no,yes,26,108,43.72,122,19.07,118,9.18,4,3.4,1,FALSE
HI,99,415,367-2598,no,no,0,90,21.18,70,12.44,95,7.62,6,2.84,1,FALSE
WV,36,408,370-5001,no,no,0,144,29.77,69,18.44,146,10.97,3,2.67,1,FALSE
WV,87,415,332-3693,no,no,0,91,21.13,105,14.74,109,11.53,5,2.03,3,FALSE
WV,139,415,403-9766,no,no,0,130,46.17,131,13.26,108,6.13,9,3.13,2,FALSE
IN,189,510,363-2407,no,no,0,80,37.38,117,12.18,69,5.88,7,3.16,1,FALSE
NM,96,415,395-9214,no,yes,33,115,31.16,87,17.12,84,7.98,15,2.81,3,FALSE
DE,112,408,351-8894,no,no,0,119,17.19,67,18.22,112,8.08,5,2.78,2,FALSE
NC,75,408,406-5003,no,no,0,70,34.56,97,19.46,118,10,3,3.86,1,FALSE
NM,178,415,398-1332,no,yes,35,88,29.82,65,16.15,94,6.24,3,2.84,2,FALSE
SC,112,415,363-8033,no,no,0,97,45.22,94,18.24,100,13.78,2,3.83,2,TRUE
NJ,108,415,333-1012,no,yes,41,110,29.17,78,11.57,103,8.25,7,2.92,0,FALSE
AZ,100,510,391-6260,no,no,0,98,13.38,102,19.18,106,6.77,8,3.78,0,FALSE
RI,121,510,336-1353,no,yes,20,110,36.02,120,18.28,107,10.73,2,2.54,0,FALSE
SD,116,415,365-5629,no,no,0,101,10.83,95,16.64,87,9.45,6,2.7,1,FALSE
NH,161,415,349-4397,no,no,0,100,29.48,74,18.16,69,6.37,4,3.11,1,FALSE
AL,19,415,380-3910,yes,no,0,98,40.41,121,17.6,95,8.2,4,1.22,0,FALSE
WV,104,415,354-7820,no,no,0,123,38.4,106,13.84,85,12.24,4,2.73,1,FALSE
ID,119,415,338-9952,yes,yes,32,101,29.41,93,17.8,91,10.4,4,3.29,0,FALSE
MD,125,415,405-1821,no,no,0,102,38.23,87,12.22,105,8.95,2,2.16,0,FALSE
IN,156,510,329-8669,no,no,0,122,40.41,91,15.43,151,8.36,4,2.08,1,FALSE
WY,109,415,328-8808,no,no,0,128,23.29,116,18.45,86,8.19,5,2.7,2,FALSE
NH,95,510,409-3018,no,no,0,109,24.23,107,14.97,88,8.53,3,2.21,2,FALSE
MN,90,408,421-5994,no,no,0,126,24.21,118,10.73,71,12.34,4,1.24,1,FALSE
MA,105,415,354-4448,no,yes,21,112,24.99,43,16.77,93,12.03,3,2.35,2,FALSE
NH,101,510,352-5081,no,no,0,124,37.45,101,16.03,98,12.53,4,2.86,1,FALSE
MN,95,415,401-7803,no,no,0,96,25.36,116,22.16,120,9.05,2,2.19,1,FALSE
IA,123,415,420-6052,no,no,0,88,34.75,111,11.69,100,10.17,4,2.7,0,FALSE
NY,160,408,352-6084,no,no,0,77,36.86,117,17.62,117,10.29,2,1.51,1,FALSE
AL,141,510,388-8583,no,yes,28,123,52.36,128,21.06,103,6.88,3,2,1,FALSE
WV,87,415,415-3158,no,no,0,125,9.86,116,5.74,136,8.37,3,3.11,0,FALSE
NM,81,415,402-9304,no,no,0,80,29.44,94,20.08,84,10.81,6,3.19,2,FALSE
CA,75,415,341-1916,no,yes,19,90,35.75,87,20.55,102,9.71,3,3.54,4,FALSE
MA,126,408,381-2745,no,yes,24,125,10.01,90,25.97,73,7.15,6,3.27,0,FALSE
ME,28,415,402-5014,no,no,0,102,40.26,87,14.2,115,12.61,3,2.62,3,FALSE
FL,153,415,399-8846,no,no,0,102,38.91,136,13.66,109,9.14,2,3.38,0,FALSE
NH,97,408,328-9267,no,yes,32,87,15.3,113,23.49,107,8.33,6,2.32,2,TRUE
IN,115,408,348-7224,no,no,0,128,24.94,74,9.03,104,8.9,4,3,2,FALSE
WI,95,408,336-2190,no,no,0,83,40.34,65,13.09,105,10.67,6,3.02,1,FALSE
MA,17,415,376-4705,yes,no,0,118,27.68,91,19.52,94,14.97,3,3.67,0,TRUE
NH,105,415,381-4076,no,yes,20,114,31.77,91,21.79,104,15.06,2,2.4,1,FALSE
TX,121,415,348-8464,no,no,0,100,14.64,113,22.08,79,6.66,9,2.46,2,FALSE
NC,125,408,412-7020,no,no,0,89,36.09,127,18.31,73,8.41,2,3.05,2,FALSE
CT,124,415,386-8432,no,no,0,98,25.67,119,10.25,81,6.88,2,2.48,2,FALSE
NJ,35,408,337-1802,no,no,0,67,26.96,96,11.08,80,10.34,5,1.86,2,FALSE
WY,134,510,366-1084,no,no,0,93,50.32,117,19.24,98,11.11,10,3.32,0,TRUE
LA,123,510,352-4182,no,yes,32,77,36.09,78,21.38,85,9.39,2,1.78,3,FALSE
NV,124,415,368-5628,no,no,0,61,39.85,111,15.24,117,12.85,6,2.81,3,FALSE
WV,133,510,333-8996,no,no,0,92,30.06,97,15.94,88,8.86,3,1.76,2,FALSE
AR,185,415,353-2557,no,yes,19,123,26.74,94,21.9,107,8.57,6,2.59,0,FALSE
SC,1,415,356-8621,no,yes,26,68,24.92,67,14.69,113,7.82,2,2.7,1,FALSE
KS,107,415,354-6942,no,no,0,108,44.29,110,8.7,148,5.84,5,2.65,1,FALSE
NY,91,415,377-9829,no,yes,20,98,24.84,104,23.58,100,6.2,3,1.67,1,FALSE
MI,178,408,348-4660,yes,no,0,134,21.17,78,12,113,12.07,2,3.08,2,TRUE
MA,123,415,410-5199,no,no,0,49,35.6,117,20.18,98,10.76,11,2.65,1,FALSE
UT,170,415,397-6542,no,no,0,44,48.57,144,14.24,97,11.7,4,2.35,1,TRUE
HI,135,415,333-4492,no,no,0,44,32.45,109,13.72,100,10.44,2,2.27,1,FALSE
PA,85,408,405-9573,no,no,0,88,24.55,105,22.49,94,8.34,3,2.67,1,FALSE
OR,134,415,359-7255,no,yes,50,130,35.5,104,11.3,107,6.15,4,3,2,FALSE
TN,148,415,419-5501,no,yes,36,141,13.19,60,17.6,115,11.51,2,2.94,1,FALSE
CT,93,415,404-4809,no,no,0,101,46.09,133,20.18,103,6.54,6,2.27,1,TRUE
AZ,138,415,344-6334,no,no,0,104,40.94,92,12.28,98,5.66,1,3.13,0,FALSE
OR,159,510,400-1899,no,no,0,98,19.52,101,16.37,108,11.66,5,3.29,0,FALSE
DE,103,415,346-5053,no,yes,34,80,23.6,108,12.07,77,8.27,7,3.19,1,FALSE
MA,150,408,398-2148,no,yes,27,112,35.67,80,13.18,111,11.32,6,1.94,0,FALSE
CT,37,408,347-7675,no,no,0,98,22.93,130,21.11,113,10.63,2,3.97,3,FALSE
AR,33,415,411-8956,yes,no,0,99,27.88,102,13.01,104,5.57,4,1.73,0,FALSE
SD,55,415,390-3761,no,no,0,130,41.74,54,16.38,83,6.38,4,2.46,1,FALSE
CT,134,408,377-3876,no,yes,32,94,13.65,124,16.99,117,7.69,3,4.48,0,FALSE
CT,107,408,345-2476,no,no,0,90,15.42,109,17.64,96,7.62,5,1.51,2,FALSE
MA,80,408,337-7879,no,yes,36,115,32.35,78,21.81,145,9.67,4,1.03,1,FALSE
MS,78,408,361-7283,no,no,0,108,18.46,126,17.84,117,10.02,5,2.13,1,TRUE
MT,85,408,372-4868,no,yes,17,88,15.27,75,19.82,116,7.46,7,2.51,4,TRUE
AK,61,415,346-8863,no,yes,15,106,42.91,69,15.96,137,11.68,3,2.7,2,FALSE
DE,97,415,390-5267,no,yes,32,94,31.18,120,22.87,38,9.16,4,1.81,5,FALSE
OH,136,408,392-1547,yes,no,0,103,31.18,113,12.06,122,9.02,9,2.81,2,FALSE
MN,135,408,340-8177,no,no,0,100,26.38,84,11.55,82,8.31,9,1.03,3,FALSE
CA,87,415,383-4802,no,yes,19,122,28.19,89,15.89,78,11.24,0,0,1,FALSE
OH,165,510,378-8567,no,no,0,67,35.6,89,23.27,88,6.76,1,3.46,0,FALSE
NV,148,415,406-7844,no,no,0,104,47.48,87,17.14,99,12.64,2,2.13,2,TRUE
SC,99,415,402-9173,no,no,0,102,29.6,118,8.42,126,9.52,2,2.08,2,FALSE
WV,123,415,352-3440,no,no,0,78,29.87,96,15.69,92,7.06,2,2.46,2,FALSE
NM,127,415,363-1413,yes,no,0,87,43.61,101,18.88,122,7.05,3,3.51,1,FALSE
WY,151,415,394-8861,no,no,0,89,28.93,83,15.94,100,5.38,3,1.16,0,FALSE
CA,185,408,358-4036,no,no,0,92,23.73,115,21.27,79,7.11,4,2.92,1,FALSE
KS,65,415,392-4680,no,yes,34,119,35.5,106,12.08,87,9.66,4,3.38,4,FALSE
WY,58,510,354-2762,no,no,0,126,35.72,108,21.16,88,7.14,2,3.89,4,FALSE
OK,104,415,371-5811,no,no,0,87,19.31,98,13.48,87,8.45,6,2.84,2,FALSE
UT,44,415,387-2014,no,no,0,89,34.44,96,13.86,151,12.06,3,2.24,0,FALSE
MA,58,408,411-6598,no,no,0,112,29.65,122,22.59,87,8.21,0,0,4,FALSE
UT,108,415,355-9356,no,no,0,117,35.8,103,13.96,68,9.06,5,2.54,0,FALSE
MN,132,510,406-4720,no,no,0,88,20.66,124,21.51,120,8.81,4,2.89,1,FALSE
NE,80,415,356-7239,no,no,0,67,21.73,112,15.44,63,8.88,2,4.29,2,FALSE
OH,162,415,328-8747,no,no,0,98,22.98,107,20.57,96,11.11,2,2.75,2,FALSE
KY,110,510,388-9464,no,no,0,62,16.9,86,23.38,94,9.54,3,4.51,2,FALSE
WA,96,415,406-2866,no,no,0,105,47.07,94,20.99,107,11.45,3,2.78,1,TRUE
NY,168,408,333-5729,no,no,0,134,27.78,87,20.41,147,7.38,2,3.13,2,TRUE
IN,72,510,391-1499,no,no,0,116,48.86,126,20,114,13.14,3,1.35,4,TRUE
CO,125,408,386-8690,no,yes,23,104,20.49,115,19.36,100,7.13,3,2.75,1,FALSE
DC,170,510,391-2231,no,no,0,106,31.3,70,17.42,133,10.09,3,2.65,2,FALSE
AK,71,510,332-2275,no,no,0,84,31.45,129,19.76,82,8.6,4,4.02,3,FALSE
SC,124,415,340-4028,no,no,0,109,27.35,152,12.26,97,5.42,12,3.48,1,FALSE
KS,68,415,363-3486,no,no,0,68,35.29,123,21.39,100,8.62,6,2.94,2,FALSE
UT,97,415,418-3181,no,no,0,134,35.56,0,0,94,7.89,6,3.19,1,FALSE
IL,98,510,351-3316,yes,no,0,71,26.93,66,26.06,93,6.49,4,0.57,1,FALSE
DC,24,408,369-3626,no,no,0,73,25.33,81,11.14,69,10.74,3,2.32,2,TRUE
DC,136,510,353-2763,no,no,0,63,34.77,95,17.75,119,10.08,2,2.65,0,FALSE
OK,44,408,358-7165,no,no,0,86,49.1,87,14.95,106,9.69,2,2.57,0,TRUE
KY,96,415,353-3223,no,yes,40,90,18.46,154,17.54,118,5.68,4,3.62,0,FALSE
NE,31,415,338-9044,no,no,0,129,16.58,78,22.13,100,3.99,5,1.89,1,FALSE
AL,72,415,341-7296,no,no,0,102,28.31,103,22.19,85,11.82,5,3.59,0,FALSE
HI,24,415,398-4431,no,no,0,104,26.55,101,7.65,116,9.23,5,1.97,1,FALSE
SC,112,415,408-5601,no,yes,31,89,38.28,117,21.83,87,11.24,1,3.11,4,FALSE
GA,117,415,328-5188,yes,no,0,118,48.86,84,22.07,86,6.89,3,2.7,1,TRUE
KS,137,415,329-4474,no,yes,19,96,29.8,146,20.51,109,9.51,2,2.11,0,FALSE
PA,136,408,357-4573,no,no,0,75,17.36,97,18.66,92,3.32,5,2.65,0,FALSE
UT,95,415,341-7112,no,no,0,103,26.84,90,22.07,117,10.35,2,3.78,0,FALSE
OR,82,415,400-3147,no,yes,19,73,24.91,65,20.94,114,8.96,4,1.11,1,FALSE
ND,145,415,378-1936,no,no,0,116,41.79,91,24.37,115,10.83,13,2.43,1,TRUE
KY,56,415,347-1640,yes,no,0,114,30.21,110,18.33,67,10.65,5,2.84,1,FALSE
MN,155,408,374-9531,yes,no,0,146,42.64,105,12.96,104,6.66,5,2.7,2,FALSE
OH,133,408,380-4374,no,no,0,100,20.03,105,16.93,119,10.98,4,3.19,0,TRUE
TX,53,415,380-9409,no,no,0,113,20.35,84,16.12,108,11.53,7,3.48,2,FALSE
WY,123,415,387-1116,no,no,0,87,41.17,101,19.22,121,12.09,3,2.21,5,TRUE
GA,136,415,400-7509,no,no,0,83,27.78,119,21.19,90,11.24,4,2.65,7,FALSE
TX,57,415,403-6225,no,no,0,113,27.37,134,17.68,81,9.36,4,2.27,3,FALSE
WV,62,408,382-8274,no,no,0,111,21.88,104,14.41,97,8.71,5,2.78,1,FALSE
NM,112,415,354-5764,no,no,0,94,13.87,112,22.79,75,6.34,18,2.32,1,FALSE
